USD,2014-01-02,1055.3,1
USD,2014-02-03,1071.1,1
USD,2014-03-03,1066.2,1
USD,2014-04-01,1066.1,1
USD,2014-05-02,1032.2,1
USD,2014-06-02,1020.4,1
USD,2014-07-01,1012.1,1
USD,2014-08-01,1026.2,1
USD,2014-09-01,1014.9,1
USD,2014-10-01,1054.7,1
USD,2014-11-03,1058.8,1
USD,2014-12-01,1105,1
USD,2015-01-02,1099.2,1
USD,2015-02-02,1095.9,1
USD,2015-03-02,1099.5,1
USD,2015-04-01,1109.4,1
USD,2015-05-04,1069.5,1
USD,2015-06-01,1107.6,1
USD,2015-07-01,1118.3,1
USD,2015-08-03,1169.4,1
USD,2015-09-01,1183,1
USD,2015-10-01,1190.4,1
USD,2015-11-02,1138.6,1
USD,2015-12-01,1157.7,1
USD,2016-01-04,1172,1
USD,2016-02-01,1206.2,1
USD,2016-03-02,1240.9,1
USD,2016-04-01,1144.5,1
USD,2016-05-02,1138.1,1
USD,2016-06-01,1190.5,1
USD,2016-07-01,1152.6,1
USD,2016-08-01,1122.4,1
USD,2016-09-01,1117.4,1
USD,2016-10-04,1102,1
USD,2016-11-01,1144.6,1
USD,2016-12-01,1168,1
USD,2017-01-02,1208.5,1
USD,2017-02-01,1165.5,1
USD,2017-03-02,1132.3,1
USD,2017-04-03,1119.3,1
USD,2017-05-02,1133.4,1
USD,2017-06-01,1121.8,1
USD,2017-07-03,1144,1
USD,2017-08-01,1121.9,1
USD,2017-09-01,1125.8,1
USD,2017-10-10,1145.7,1
USD,2017-11-01,1121.2,1
USD,2017-12-01,1085.1,1
USD,2018-01-02,1071.4,1
USD,2018-02-01,1071,1
USD,2018-03-02,1081.9,1
USD,2018-04-02,1064.4,1
USD,2018-05-02,1067.5,1
USD,2018-06-01,1076.4,1
USD,2018-07-02,1117.2,1
USD,2018-08-01,1117.9,1
USD,2018-09-03,1113.3,1
USD,2018-10-01,1110.2,1
USD,2018-11-01,1139.2,1
USD,2018-12-03,1120.3,1
USD,2019-01-02,1118.1,1
USD,2019-02-01,1111.6,1
USD,2019-03-04,1119.9,1
USD,2019-04-01,1136.1,1
USD,2019-05-02,1163.8,1
USD,2019-06-03,1191.2,1
USD,2019-07-01,1156.4,1
USD,2019-08-01,1181.9,1
USD,2019-09-02,1209.6,1
USD,2019-10-01,1199.2,1
USD,2019-11-01,1161.7,1
USD,2019-12-02,1180.3,1
